price,location,type,size_sqm,bedrooms,bathrooms,available_from,payment_method,city,size_sqft,available_from_month
8000000,North Coast,Chalet,120,2,2,2025.0,Cash,Sidi Abdel Rahman,1292,Aug
12812500,North Coast,Chalet,170,4,3,2025.0,Cash,Sidi Abdel Rahman,1830,Sep
27300007,Cairo,Villa,375,4,5,2025.0,Cash,New Heliopolis,4036,Sep
5350000,Giza,Apartment,170,3,3,2025.0,Cash,6 October City,1830,Aug
13000000,Giza,Duplex,245,4,4,2025.0,Cash,Sheikh Zayed City,2637,Jul
10900000,Cairo,Apartment,146,2,2,2025.0,Cash,New Cairo City,1572,Aug
10000000,Giza,Villa,288,5,4,2025.0,Cash,Sheikh Zayed City,3100,Sep
15800000,Giza,Townhouse,256,4,4,2025.0,Cash,Sheikh Zayed City,2756,Sep
9200000,Cairo,Duplex,251,5,4,,Cash,New Cairo City,2702,
20251000,Cairo,Villa,275,5,4,2025.0,Cash,New Heliopolis,2960,Aug
46000000,Cairo,Villa,1050,5,6,2025.0,Cash,New Cairo City,11302,Jul
28700000,Cairo,Villa,700,4,4,2025.0,Cash,New Cairo City,7535,Jul
5000000,Cairo,Apartment,168,2,3,2025.0,Cash,Mostakbal City - Future City,1808,Sep
6500000,Giza,Apartment,177,4,3,2025.0,Cash,6 October City,1905,Aug
7600000,Giza,Apartment,220,2,3,2025.0,Cash,Sheikh Zayed City,2368,Sep
29500000,Giza,Villa,357,5,4,2025.0,Cash,6 October City,3843,Aug
10500000,North Coast,Chalet,180,4,3,2025.0,Cash,Sidi Abdel Rahman,1938,Aug
13101785,Giza,Twin House,270,4,3,2026.0,Cash,Sheikh Zayed City,2906,Jul
25000000,Giza,Townhouse,287,4,3,2025.0,Cash,6 October City,3089,Aug
7200000,Giza,Apartment,176,3,2,2025.0,Cash,6 October City,1894,Sep
4370000,North Coast,Apartment,54,2,1,2025.0,Cash,Ras Al Hekma,581,Aug
2347865,North Coast,Chalet,122,2,2,2025.0,Cash,Qesm Ad Dabaah,1313,Aug
11170000,North Coast,Chalet,132,3,2,2025.0,Cash,Ras Al Hekma,1421,Aug
48000000,Cairo,Twin House,340,5,5,2025.0,Cash,New Cairo City,3660,May
4222400,Cairo,Apartment,203,5,3,,Cash,New Cairo City,2185,
4250000,Giza,Apartment,150,4,3,2025.0,Cash,6 October City,1615,Sep
22000000,North Coast,Chalet,205,4,3,2025.0,Cash,Qesm Ad Dabaah,2207,Aug
53000000,Red Sea,Villa,220,4,3,2025.0,Cash,Hurghada,2368,Aug
5150000,Cairo,Apartment,155,3,2,2025.0,Cash,Mostakbal City - Future City,1668,Sep
85000000,Cairo,Villa,445,5,5,2025.0,Cash,Mokattam,4790,Jun
9800000,Giza,Duplex,225,3,3,2025.0,Cash,6 October City,2422,Aug
8400000,Cairo,Apartment,165,3,3,2025.0,Cash,Madinaty,1776,Aug
23000000,Cairo,Duplex,300,3,3,2025.0,Cash,Mokattam,3229,Sep
13500000,Cairo,Duplex,420,6,3,2025.0,Cash,New Cairo City,4521,May
16200000,Cairo,Apartment,209,3,3,2025.0,Cash,New Cairo City,2250,Aug
10500000,Cairo,Twin House,195,4,5,2025.0,Cash,Mostakbal City - Future City,2099,Aug
4809565,Cairo,Apartment,136,3,2,2025.0,Cash,Mostakbal City - Future City,1464,Aug
54000000,Giza,Villa,600,7,6,2025.0,Cash,6 October City,6458,May
3900000,Giza,Apartment,146,3,3,2025.0,Cash,6 October City,1572,Aug
31000000,Cairo,Villa,587,3,3,2025.0,Cash,New Cairo City,6318,Jul
6000000,North Coast,Chalet,124,3,2,2025.0,Cash,Qesm Ad Dabaah,1335,Aug
11000000,Cairo,Townhouse,210,4,4,2025.0,Cash,New Cairo City,2260,Aug
13200000,North Coast,Penthouse,150,4,2,2025.0,Cash,Sidi Abdel Rahman,1615,Aug
5750000,Giza,Apartment,87,1,1,2025.0,Cash,Sheikh Zayed City,936,Aug
11700000,North Coast,Chalet,210,3,3,2025.0,Cash,Qesm Ad Dabaah,2260,Sep
9500000,Giza,Apartment,361,4,3,2025.0,Cash,Sheikh Zayed City,3886,Aug
19500000,Giza,Penthouse,340,4,4,2025.0,Cash,Sheikh Zayed City,3660,Aug
10000000,Cairo,iVilla,240,5,3,2025.0,Cash,Cairo - Ismailia Desert Road,2583,Aug
8500000,Giza,Apartment,230,3,3,2025.0,Cash,Sheikh Zayed City,2476,Aug
12800000,Cairo,Apartment,235,3,3,2025.0,Cash,New Cairo City,2530,Jul
9000000,Cairo,Apartment,176,3,3,2025.0,Cash,New Cairo City,1894,May
8400000,North Coast,Chalet,132,3,2,2025.0,Cash,North Coast Resorts,1421,Sep
11000000,Giza,Apartment,330,4,3,2025.0,Cash,6 October City,3552,Jul
7800000,Cairo,Apartment,165,4,2,2025.0,Cash,New Cairo City,1776,Aug
6970000,Cairo,Apartment,195,3,4,2025.0,Cash,Mostakbal City - Future City,2099,Aug
9900000,Cairo,iVilla,245,3,3,2025.0,Cash,New Cairo City,2637,Sep
50000000,Cairo,Villa,500,5,7,2025.0,Cash,New Cairo City,5382,Aug
8500000,Cairo,Apartment,225,3,2,2025.0,Cash,El Nozha,2422,Sep
6800000,Cairo,Apartment,167,3,3,2025.0,Cash,New Cairo City,1798,Aug
2000000,Giza,Apartment,153,4,2,2025.0,Cash,Sheikh Zayed City,1647,Aug
7500000,Cairo,Apartment,150,2,2,2025.0,Cash,Hay El Maadi,1615,Sep
5800000,Cairo,Apartment,165,3,3,2025.0,Cash,New Cairo City,1776,Sep
6800000,Cairo,Penthouse,185,3,3,2025.0,Cash,New Cairo City,1991,Jul
15000000,Cairo,Townhouse,225,5,5,2025.0,Cash,New Cairo City,2422,Aug
14000000,Cairo,Apartment,215,5,3,2025.0,Cash,New Cairo City,2314,Sep
14000000,North Coast,Chalet,175,2,2,2025.0,Cash,Sidi Abdel Rahman,1884,Sep
13000000,North Coast,Chalet,200,3,4,2025.0,Cash,Qesm Ad Dabaah,2153,Aug
4000000,North Coast,Chalet,110,4,2,2025.0,Cash,Ras Al Hekma,1184,Aug
4000000,Giza,Apartment,142,3,2,2025.0,Cash,Sheikh Zayed City,1528,Aug
3255100,Giza,Apartment,172,4,3,2025.0,Cash,6 October City,1851,Aug
13250000,Giza,Townhouse,310,5,4,2025.0,Cash,6 October City,3337,Aug
11250000,Cairo,Duplex,209,4,3,2025.0,Cash,New Cairo City,2250,Sep
1150000,Cairo,Townhouse,246,4,4,2025.0,Cash,New Capital City,2648,May
110000000,North Coast,Villa,500,8,6,2025.0,Cash,Sidi Abdel Rahman,5382,Sep
7700000,Giza,Apartment,150,2,3,2025.0,Cash,6 October City,1615,Sep
27000000,Giza,Townhouse,270,5,5,2025.0,Cash,6 October City,2906,Aug
21000000,Suez,Villa,280,5,5,2025.0,Cash,Al Ain Al Sokhna,3014,Aug
13500000,Cairo,Apartment,192,3,4,2025.0,Cash,New Cairo City,2067,Jul
9000000,Cairo,Apartment,235,4,4,2025.0,Cash,New Cairo City,2530,Aug
6000000,Cairo,Apartment,170,3,3,,Cash,New Cairo City,1830,
11275000,Giza,Apartment,165,3,2,2025.0,Cash,Sheikh Zayed City,1776,Aug
13469200,Giza,Townhouse,250,4,4,,Cash,6 October City,2691,
4800000,North Coast,Chalet,84,3,2,2025.0,Cash,Ras Al Hekma,904,Sep
3998720,North Coast,Apartment,139,3,2,2025.0,Cash,Al Alamein,1496,Aug
30600000,Giza,Villa,207,4,4,2025.0,Cash,Sheikh Zayed City,2228,Sep
9800000,Cairo,Apartment,213,3,3,2025.0,Cash,New Cairo City,2293,Aug
14522593,Giza,Villa,256,5,4,2025.0,Cash,Sheikh Zayed City,2756,Sep
8500000,North Coast,Chalet,95,3,2,2025.0,Cash,Fuka,1023,Feb
60000000,Cairo,Villa,900,8,8,,Cash,New Cairo City,9688,
5300000,Cairo,Apartment,100,2,1,2025.0,Cash,Madinaty,1076,Aug
16000000,Cairo,Apartment,210,4,3,2024.0,Cash,New Cairo City,2260,Jul
4000000,Cairo,Apartment,82,1,1,2025.0,Cash,New Cairo City,883,May
17750000,Cairo,iVilla,300,4,6,2025.0,Cash,New Cairo City,3229,Aug
2300000,Giza,Apartment,55,1,1,2025.0,Cash,Sheikh Zayed City,592,Aug
29500000,Cairo,Chalet,843,6,4,2025.0,Cash,New Cairo City,9074,Aug
30000000,Cairo,Villa,300,6,6,2025.0,Cash,New Cairo City,3229,Sep
9530000,Cairo,Villa,235,4,3,,Cash,New Cairo City,2530,
6000000,Suez,Twin House,200,2,2,2024.0,Cash,Al Ain Al Sokhna,2153,Dec
12800000,Cairo,Apartment,140,4,3,2025.0,Cash,New Cairo City,1507,Aug
25400000,North Coast,Villa,215,4,3,2025.0,Cash,Qesm Marsa Matrouh,2314,Aug
16000000,Cairo,Apartment,200,3,3,2025.0,Cash,New Cairo City,2153,Jul
8500000,North Coast,Chalet,125,3,3,2025.0,Cash,Ras Al Hekma,1345,Sep
5350800,Red Sea,Apartment,91,1,1,2025.0,Cash,Hurghada,980,Jul
13000000,Cairo,Apartment,190,3,3,2025.0,Cash,New Cairo City,2045,Jun
12500000,Cairo,iVilla,265,3,3,2025.0,Cash,New Cairo City,2852,Sep
7500000,Giza,Apartment,134,3,2,2025.0,Cash,Sheikh Zayed City,1442,Sep
45000000,North Coast,Villa,450,5,5,2025.0,Cash,Qesm Ad Dabaah,4844,Aug
90000000,North Coast,Villa,900,6,6,2025.0,Cash,Qesm Marsa Matrouh,9688,Aug
13000000,Cairo,Duplex,248,4,4,2025.0,Cash,New Cairo City,2669,Sep
67000000,Cairo,Villa,870,8,7,2025.0,Cash,New Cairo City,9365,Aug
7800000,Giza,Apartment,195,3,4,2025.0,Cash,Dokki,2099,Aug
23000000,North Coast,Chalet,254,5,5,2025.0,Cash,Qesm Marsa Matrouh,2734,Sep
1300000,Giza,Townhouse,250,4,2,2025.0,Cash,Sheikh Zayed City,2691,Aug
5099470,Cairo,Apartment,189,3,3,2025.0,Cash,New Capital City,2034,Aug
11500000,Cairo,Apartment,183,3,3,2025.0,Cash,New Cairo City,1970,Aug
9360000,Cairo,Apartment,175,3,3,2025.0,Cash,New Cairo City,1884,Aug
22000000,Cairo,Townhouse,300,5,5,2025.0,Cash,New Cairo City,3229,Aug
6700000,Cairo,Apartment,120,2,2,2025.0,Cash,New Cairo City,1292,Sep
18500000,Giza,Duplex,357,4,3,2025.0,Cash,Sheikh Zayed City,3843,Sep
13500000,Cairo,Townhouse,208,4,4,2025.0,Cash,New Heliopolis,2239,Aug
2300000,Giza,Apartment,130,3,2,2025.0,Cash,Sheikh Zayed City,1399,Aug
7500000,Alexandria,Apartment,190,3,2,,Cash,Hay Wasat,2045,
11500000,Cairo,Apartment,230,3,3,2025.0,Cash,New Cairo City,2476,Sep
16000000,Cairo,Apartment,133,2,2,2025.0,Cash,New Cairo City,1432,Sep
19000000,North Coast,Chalet,120,2,2,2025.0,Cash,Sidi Abdel Rahman,1292,Aug
10944000,Giza,Villa,300,5,4,2025.0,Cash,Sheikh Zayed City,3229,Aug
17000000,Cairo,Apartment,187,4,2,2025.0,Cash,New Cairo City,2013,Aug
16382000,Alexandria,Duplex,414,7,5,2025.0,Cash,Alexandria Compounds,4456,Aug
9699000,North Coast,Duplex,126,3,2,2025.0,Cash,Sidi Abdel Rahman,1356,Aug
13000000,Cairo,Apartment,200,3,3,2025.0,Cash,New Cairo City,2153,Sep
76800000,Giza,Villa,650,8,8,2025.0,Cash,Sheikh Zayed City,6997,Aug
7700000,Giza,Apartment,149,3,2,2025.0,Cash,Sheikh Zayed City,1604,Aug
15400000,Giza,Villa,307,5,4,2025.0,Cash,Sheikh Zayed City,3305,Aug
2800000,Cairo,Apartment,116,2,1,2025.0,Cash,New Cairo City,1249,Aug
3700000,Cairo,Apartment,173,4,3,2025.0,Cash,New Cairo City,1862,Sep
63000000,Cairo,Villa,356,4,3,2025.0,Cash,New Cairo City,3832,Jul
11693000,North Coast,Chalet,153,4,4,2025.0,Cash,Ras Al Hekma,1647,Aug
3850000,Cairo,Apartment,235,3,3,2025.0,Cash,Shorouk City,2530,May
18000000,Cairo,Apartment,195,3,3,2025.0,Cash,New Cairo City,2099,Aug
3000000,Giza,Apartment,100,3,3,,Cash,6 October City,1076,
18000000,North Coast,Chalet,130,3,2,2025.0,Cash,Qesm Ad Dabaah,1399,Sep
14000000,Giza,Apartment,170,4,3,2025.0,Cash,6 October City,1830,Aug
24000000,Cairo,Apartment,200,3,3,2025.0,Cash,New Cairo City,2153,Sep
33000000,North Coast,Hotel Apartment,106,1,1,2025.0,Cash,Sidi Abdel Rahman,1141,Jul
4000000,Cairo,Apartment,131,2,3,2025.0,Cash,Mostakbal City - Future City,1410,Aug
13000000,Cairo,Townhouse,225,6,4,2025.0,Cash,New Cairo City,2422,Aug
6300000,Giza,Apartment,134,3,3,2025.0,Cash,6 October City,1442,Aug
13500000,North Coast,Chalet,125,3,2,2025.0,Cash,Qesm Marsa Matrouh,1345,Aug
12500000,Cairo,iVilla,265,3,3,2025.0,Cash,New Cairo City,2852,Sep
15500000,Cairo,Apartment,180,4,3,2025.0,Cash,New Cairo City,1938,Aug
11700500,Cairo,Duplex,220,3,3,2025.0,Cash,New Cairo City,2368,Aug
22000000,Suez,Twin House,185,4,3,2025.0,Cash,Al Ain Al Sokhna,1991,Sep
3903137,Cairo,Apartment,116,2,2,2025.0,Cash,Mostakbal City - Future City,1249,Aug
45000000,Giza,Villa,340,4,3,2025.0,Cash,Sheikh Zayed City,3660,Jul
11000000,Giza,Apartment,195,3,3,2025.0,Cash,6 October City,2099,Sep
37000000,Cairo,Twin House,540,5,4,2025.0,Cash,New Cairo City,5813,Sep
3350000,Cairo,Apartment,134,3,2,2025.0,Cash,New Capital City,1442,Aug
6000000,Giza,Apartment,109,3,2,2025.0,Cash,Sheikh Zayed City,1173,Aug
4200000,Cairo,Apartment,162,3,2,2025.0,Cash,New Cairo City,1744,Aug
2248300,Suez,Chalet,99,2,2,2025.0,Cash,Al Ain Al Sokhna,1066,Aug
4975000,North Coast,Chalet,95,2,2,2025.0,Cash,Ras Al Hekma,1023,Sep
15000000,North Coast,Duplex,175,5,3,2025.0,Cash,Sidi Abdel Rahman,1884,Aug
3399000,Cairo,Apartment,160,2,2,2025.0,Cash,Mostakbal City - Future City,1722,Sep
15800000,Cairo,Apartment,171,3,3,2025.0,Cash,New Cairo City,1841,Aug
6500000,Giza,Apartment,125,3,2,2025.0,Cash,6 October City,1345,Aug
18500000,Cairo,Villa,215,5,3,2025.0,Cash,New Cairo City,2314,Aug
11500000,North Coast,Chalet,125,3,2,2025.0,Cash,Qesm Marsa Matrouh,1345,Jul
8750000,Cairo,Villa,270,3,3,2025.0,Cash,New Cairo City,2906,Aug
85000000,Cairo,Villa,450,6,6,2025.0,Cash,Mokattam,4844,Aug
23000000,Cairo,Townhouse,292,4,4,2025.0,Cash,New Cairo City,3143,Aug
4800000,Cairo,Apartment,170,3,2,2025.0,Cash,Heliopolis - Masr El Gedida,1830,May
15000000,Giza,Apartment,150,2,2,2025.0,Cash,Sheikh Zayed City,1615,Aug
13000000,Giza,Apartment,165,3,3,2025.0,Cash,Sheikh Zayed City,1776,Sep
6700000,Cairo,Apartment,240,4,3,2025.0,Cash,Nasr City,2583,Aug
2900000,Alexandria,Apartment,96,2,1,2024.0,Cash,Hay Sharq,1033,Jul
14500000,North Coast,Chalet,190,6,4,2025.0,Cash,Qesm Marsa Matrouh,2045,Aug
40000000,North Coast,Twin House,323,4,3,2025.0,Cash,Sidi Abdel Rahman,3477,Sep
10600000,Cairo,Apartment,210,3,3,2025.0,Cash,New Cairo City,2260,Sep
2800000,Cairo,Apartment,111,2,2,2025.0,Cash,New Cairo City,1195,Aug
58000000,North Coast,Chalet,230,5,2,2025.0,Cash,Sidi Abdel Rahman,2476,Sep
50000000,North Coast,Chalet,170,3,3,2025.0,Cash,Sidi Abdel Rahman,1830,Aug
17950000,Giza,Apartment,199,4,3,2025.0,Cash,6 October City,2142,Jul
4900000,Red Sea,Apartment,35,1,1,,Cash,Hurghada,377,
21837000,Cairo,Hotel Apartment,222,4,4,2025.0,Cash,New Cairo City,2390,Aug
8600000,Cairo,iVilla,225,4,4,2025.0,Cash,New Cairo City,2422,Sep
14500000,Cairo,Villa,183,4,2,2025.0,Cash,New Heliopolis,1970,Sep
55000000,North Coast,Twin House,275,5,5,2025.0,Cash,Sidi Abdel Rahman,2960,Aug
1250000,Cairo,Apartment,155,3,2,2025.0,Cash,Badr City,1668,Aug
6499000,Cairo,Apartment,145,3,2,2025.0,Cash,New Cairo City,1561,Aug
8600000,Cairo,Apartment,210,4,2,2025.0,Cash,New Cairo City,2260,Jul
12500000,North Coast,Twin House,155,4,3,2025.0,Cash,Ras Al Hekma,1668,Aug
1850000,Suez,Chalet,58,1,1,2025.0,Cash,Al Ain Al Sokhna,624,Aug
7600000,Cairo,Apartment,160,3,3,2025.0,Cash,New Cairo City,1722,Aug
40000000,Cairo,Villa,690,6,6,2025.0,Cash,New Cairo City,7427,Aug
59000000,North Coast,Villa,600,6,5,2025.0,Cash,Sidi Abdel Rahman,6458,Aug
8500000,Cairo,Apartment,136,2,2,2025.0,Cash,New Cairo City,1464,Aug
5000000,Giza,Apartment,128,3,1,2025.0,Cash,Sheikh Zayed City,1378,Aug
3500000,Giza,Apartment,165,3,3,2025.0,Cash,6 October City,1776,Aug
29000000,Cairo,Villa,328,4,5,2025.0,Cash,New Cairo City,3531,Aug
160000000,Cairo,Villa,1380,4,4,2025.0,Cash,New Cairo City,14854,Aug
16382000,Alexandria,Villa,414,7,5,2025.0,Cash,Alexandria Compounds,4456,Aug
8900000,Cairo,Apartment,185,3,3,2025.0,Cash,New Cairo City,1991,Aug
10285000,Cairo,Apartment,140,3,3,2025.0,Cash,New Cairo City,1507,Sep
45000000,Cairo,Villa,700,6,6,2025.0,Cash,New Cairo City,7535,Aug
2500000,South Sainai,Chalet,115,2,2,2025.0,Cash,Ras Sedr,1238,Aug
15000000,North Coast,Chalet,66,2,1,2025.0,Cash,Sidi Abdel Rahman,710,Aug
3000000,Cairo,Apartment,110,3,3,2025.0,Cash,New Cairo City,1184,Aug
129150000,Cairo,Villa,950,8,8,2025.0,Cash,New Cairo City,10226,Sep
18000000,Cairo,Townhouse,220,4,3,2025.0,Cash,New Cairo City,2368,Aug
6300000,Cairo,Apartment,128,2,2,2025.0,Cash,New Cairo City,1378,Sep
2700000,Giza,Apartment,205,6,4,2025.0,Cash,Sheikh Zayed City,2207,Sep
9000000,Cairo,Apartment,220,3,3,2025.0,Cash,New Cairo City,2368,Sep
26000000,Cairo,Duplex,314,3,5,2025.0,Cash,New Cairo City,3380,Aug
5000000,North Coast,Chalet,148,3,2,2025.0,Cash,Ras Al Hekma,1593,Sep
2300000,South Sainai,Twin House,160,3,2,2025.0,Cash,Ras Sedr,1722,Aug
10250000,North Coast,Chalet,122,2,2,2025.0,Cash,Ras Al Hekma,1313,Jul
28000000,Giza,Twin House,375,5,5,2025.0,Cash,6 October City,4036,Jul
10426000,Cairo,Apartment,210,3,3,2025.0,Cash,New Cairo City,2260,Aug
25000000,North Coast,Villa,300,7,5,2025.0,Cash,Al Alamein,3229,Mar
7000000,Cairo,Apartment,250,3,3,2025.0,Cash,New Cairo City,2691,Jul
8400000,North Coast,Chalet,115,2,2,2025.0,Cash,Sidi Abdel Rahman,1238,Sep
10500000,North Coast,Duplex,100,2,2,2025.0,Cash,Ras Al Hekma,1076,Aug
3500000,Cairo,Duplex,155,3,3,2025.0,Cash,New Cairo City,1668,Sep
7590000,Cairo,Apartment,185,4,2,2025.0,Cash,New Cairo City,1991,Sep
4000000,Giza,Apartment,158,3,2,2025.0,Cash,Sheikh Zayed City,1701,Sep
8500000,Giza,Villa,602,6,6,2025.0,Cash,Sheikh Zayed City,6480,Aug
3500000,Giza,Apartment,192,4,3,2025.0,Cash,Sheikh Zayed City,2067,Aug
1400000,Giza,Apartment,80,2,1,2025.0,Cash,6 October City,861,Aug
5000000,Giza,Apartment,140,3,3,2025.0,Cash,Sheikh Zayed City,1507,Aug
15500000,Giza,Apartment,173,3,3,2025.0,Cash,6 October City,1862,Sep
2000000,Suez,Chalet,100,2,2,2025.0,Cash,Al Ain Al Sokhna,1076,Jul
5950000,Alexandria,Apartment,135,3,2,2025.0,Cash,Hay Sharq,1453,Aug
33000000,Cairo,Twin House,440,7,5,2025.0,Cash,New Cairo City,4736,Sep
9000000,Cairo,Duplex,245,3,3,2025.0,Cash,New Cairo City,2637,Sep
6500000,Cairo,Apartment,160,3,3,2025.0,Cash,New Cairo City,1722,Sep
5340000,North Coast,Apartment,140,2,2,2025.0,Cash,Al Alamein,1507,Aug
16000000,Giza,Apartment,168,3,3,2025.0,Cash,Sheikh Zayed City,1808,Aug
17000000,Giza,Apartment,205,4,4,2025.0,Cash,Sheikh Zayed City,2207,Jun
9000000,Cairo,Apartment,155,2,2,2025.0,Cash,New Cairo City,1668,May
4950000,Cairo,Apartment,132,2,2,2025.0,Cash,Mostakbal City - Future City,1421,Sep
7500000,North Coast,Chalet,125,2,2,2025.0,Cash,Ras Al Hekma,1345,Sep
10800000,Cairo,iVilla,255,3,3,2025.0,Cash,New Cairo City,2745,Aug
9900000,Giza,Apartment,158,3,2,2025.0,Cash,Sheikh Zayed City,1701,Jul
2020000,Suez,Chalet,100,2,2,2025.0,Cash,Al Ain Al Sokhna,1076,Jul
3500000,North Coast,Chalet,106,2,2,2025.0,Cash,Sidi Abdel Rahman,1141,Aug
3500000,North Coast,Chalet,110,3,3,2025.0,Cash,Ras Al Hekma,1184,May
9000000,Cairo,Apartment,191,4,3,2025.0,Cash,New Cairo City,2056,Sep
5250000,Giza,Apartment,155,3,3,2025.0,Cash,6 October City,1668,Sep
45000000,North Coast,Twin House,326,4,3,2025.0,Cash,Sidi Abdel Rahman,3509,Sep
8000000,Giza,Villa,550,6,7,2025.0,Cash,6 October City,5920,Sep
8000000,Giza,Apartment,200,4,4,2025.0,Cash,Mohandessin,2153,Aug
5300000,Cairo,Apartment,150,2,1,2025.0,Cash,New Cairo City,1615,Aug
6350000,Cairo,Apartment,170,4,3,2025.0,Cash,New Cairo City,1830,Aug
7500000,Cairo,Apartment,170,3,2,2025.0,Cash,New Cairo City,1830,Apr
6100000,Cairo,Apartment,121,2,2,2025.0,Cash,New Cairo City,1302,Aug
3900000,Cairo,Apartment,160,4,3,2025.0,Cash,Mostakbal City - Future City,1722,Sep
21500000,Red Sea,Apartment,85,2,2,2025.0,Cash,Hurghada,915,Aug
12000000,North Coast,Chalet,130,3,2,2025.0,Cash,Ras Al Hekma,1399,Aug
11635000,Red Sea,Chalet,119,3,2,2025.0,Cash,Hurghada,1281,Sep
4432000,Giza,Apartment,115,3,2,2025.0,Cash,6 October City,1238,Sep
15500000,North Coast,Chalet,101,2,2,2025.0,Cash,Sidi Abdel Rahman,1087,Aug
3500000,Cairo,Apartment,68,2,1,2025.0,Cash,Madinaty,732,Aug
75000000,Giza,Villa,870,5,5,2025.0,Cash,Sheikh Zayed City,9365,Aug
5400000,Cairo,Apartment,195,3,2,2025.0,Cash,New Cairo City,2099,Sep
8000000,Giza,Villa,229,3,3,2025.0,Cash,Sheikh Zayed City,2465,Aug
29000000,North Coast,Villa,354,5,5,2025.0,Cash,Sidi Abdel Rahman,3810,Aug
30000000,North Coast,Villa,200,4,3,2025.0,Cash,Ras Al Hekma,2153,Sep
43000000,North Coast,Twin House,325,4,3,,Cash,Sidi Abdel Rahman,3498,
5500000,North Coast,Chalet,70,2,1,2025.0,Cash,Al Alamein,753,Jun
50000000,Cairo,Villa,500,7,4,2025.0,Cash,New Cairo City,5382,Aug
11000000,Cairo,Apartment,200,3,4,2025.0,Cash,New Cairo City,2153,Aug
2250000,Suez,Chalet,51,1,1,2025.0,Cash,Al Ain Al Sokhna,549,Aug
1950000,Suez,Chalet,100,2,2,2025.0,Cash,Al Ain Al Sokhna,1076,Jul
14800000,Giza,Townhouse,278,6,4,2025.0,Cash,6 October City,2992,Aug
16000000,Red Sea,Apartment,120,2,2,2025.0,Cash,Hurghada,1292,Aug
6000000,Giza,Apartment,203,4,3,2025.0,Cash,Sheikh Zayed City,2185,Aug
3000000,Giza,Apartment,130,3,3,2025.0,Cash,6 October City,1399,Sep
30000000,Giza,Villa,450,8,8,2025.0,Cash,6 October City,4844,Jul
15500000,Cairo,Apartment,220,3,2,2025.0,Cash,New Cairo City,2368,Aug
17000000,North Coast,Chalet,170,4,3,2025.0,Cash,Sidi Abdel Rahman,1830,Aug
26500000,North Coast,Twin House,220,3,4,2025.0,Cash,Qesm Marsa Matrouh,2368,Sep
13000000,North Coast,Chalet,190,3,3,2025.0,Cash,Qesm Marsa Matrouh,2045,Aug
21500000,North Coast,Villa,216,5,4,2025.0,Cash,Ras Al Hekma,2325,Aug
4250000,Giza,Apartment,150,4,3,2025.0,Cash,6 October City,1615,Aug
14000000,North Coast,Chalet,129,3,2,2025.0,Cash,Qesm Marsa Matrouh,1389,Sep
22072000,North Coast,Villa,225,5,4,2025.0,Cash,Qesm Marsa Matrouh,2422,Aug
22200000,Cairo,Villa,254,4,4,2025.0,Cash,New Cairo City,2734,Sep
3800000,Giza,Apartment,175,4,3,2025.0,Cash,Sheikh Zayed City,1884,Aug
4100000,Giza,Apartment,172,3,3,2025.0,Cash,Sheikh Zayed City,1851,Sep
7650000,North Coast,Chalet,220,3,2,2025.0,Cash,Ras Al Hekma,2368,Aug
31246221,Cairo,Twin House,505,6,4,2025.0,Cash,New Cairo City,5436,Jul
4000000,Cairo,Apartment,115,2,2,2025.0,Cash,New Cairo City,1238,Aug
11100000,Cairo,Apartment,154,3,2,2025.0,Cash,El Nozha,1658,Aug
48000000,Cairo,Villa,874,5,5,2025.0,Cash,New Cairo City,9408,Jul
5700000,Cairo,Apartment,150,2,3,2025.0,Cash,Mostakbal City - Future City,1615,Aug
4200000,Cairo,Apartment,180,3,2,2025.0,Cash,New Cairo City,1938,Sep
28500000,Cairo,Villa,450,3,3,2025.0,Cash,New Cairo City,4844,Aug
7450000,Cairo,Apartment,140,3,2,2025.0,Cash,Madinaty,1507,Sep
7000000,Giza,Penthouse,217,5,3,2025.0,Cash,6 October City,2336,Aug
43000000,Cairo,Villa,378,5,4,2025.0,Cash,Madinaty,4069,Aug
10762500,Cairo,Apartment,187,3,3,2025.0,Cash,New Cairo City,2013,Aug
6500000,Cairo,Apartment,174,3,3,2025.0,Cash,New Cairo City,1873,Jul
13300000,North Coast,Chalet,151,4,3,2025.0,Cash,Ras Al Hekma,1625,Aug
3850000,Cairo,Apartment,130,3,2,2025.0,Cash,New Cairo City,1399,Sep
25700000,Cairo,Townhouse,285,3,4,,Cash,New Cairo City,3068,
55000000,Giza,Villa,700,5,7,2025.0,Cash,6 October City,7535,Aug
33000000,Cairo,Twin House,190,4,4,2025.0,Cash,New Cairo City,2045,Sep
65000000,Cairo,Villa,1000,6,7,2025.0,Cash,New Cairo City,10764,Jun
5500000,Cairo,Apartment,101,3,2,2025.0,Cash,New Cairo City,1087,Aug
4300000,Cairo,Apartment,180,3,2,2025.0,Cash,New Cairo City,1938,Aug
4500000,North Coast,Chalet,110,3,2,2025.0,Cash,Ras Al Hekma,1184,Jul
18500000,Cairo,Townhouse,243,5,4,2025.0,Cash,New Cairo City,2616,Aug
25000000,North Coast,Villa,240,6,4,2025.0,Cash,Al Alamein,2583,Aug
10500000,Giza,Apartment,300,4,2,2025.0,Cash,Mohandessin,3229,Aug
6150000,North Coast,Chalet,110,2,2,2025.0,Cash,Sidi Abdel Rahman,1184,Aug
14000000,Giza,Villa,353,5,6,2025.0,Cash,Sheikh Zayed City,3800,Aug
